u,i,t
2472,5807,1706609279.0
5282,13202,1714565856.0
419,4735,1688641747.0
3187,611,1703233667.0
4857,9757,1685967400.0
1411,10294,1701962355.0
6434,15131,1718195729.0
3695,13587,1684226567.0
3814,10595,1693491215.0
5627,3471,1679930701.0
3987,3903,1677599854.0
2853,1011,1699986094.0
765,1407,1684152781.0
1934,490,1711475455.0
1624,10546,1672937254.0
1250,9189,1697482428.0
2603,8842,1674468771.0
5490,5261,1715687047.0
3051,158,1702545859.0
1784,8275,1673544868.0
2804,4650,1698679123.0
7165,14163,1707317858.0
798,7473,1687536115.0
2357,7299,1688049508.0
6869,7324,1680537368.0
7640,7238,1707568707.0
1228,9627,1699868411.0
6135,2516,1676982662.0
3274,13583,1678051472.0
6323,13105,1684749406.0
2635,4365,1712143799.0
6431,9306,1692868484.0
2578,6816,1707747402.0
4987,11577,1688574392.0
4158,8999,1718031753.0
38,680,1675683576.0
3473,152,1683113133.0
6102,8474,1688061512.0
443,4944,1714755595.0
2445,6914,1703955379.0
2357,11597,1688049628.0
2362,3708,1708524122.0
4227,4965,1685791069.0
1532,3358,1686332159.0
1361,10177,1714569481.0
451,5048,1708442146.0
5090,14109,1715010011.0
30,622,1693302007.0
4227,63,1685791085.0
4150,161,1687530063.0
41,655,1689868378.0
1098,2752,1678458684.0
2061,4007,1719310658.0
2421,23,1697813291.0
1875,6547,1696942303.0
6398,9810,1675878270.0
3498,11819,1686133364.0
2296,1230,1705338345.0
2128,1410,1682686963.0
1644,4335,1683626481.0
1497,4426,1688381691.0
3485,10145,1700744443.0
2252,4214,1713175308.0
6613,9507,1673018697.0
353,4113,1702564918.0
2187,795,1703242576.0
667,1229,1695305078.0
986,4237,1711385516.0
1496,10533,1707320236.0
2643,12444,1694107582.0
843,2067,1674469022.0
19,380,1701440253.0
1193,3288,1674138876.0
1058,1968,1697638816.0
2912,7320,1692634331.0
894,2249,1710499717.0
924,8169,1695216972.0
2173,4901,1681486769.0
222,2937,1692791179.0
3474,5374,1682342064.0
2498,2677,1682767026.0
4316,3980,1711379662.0
253,801,1694101858.0
3417,12734,1718717429.0
1182,9447,1686931595.0
7725,12246,1716971438.0
1879,385,1713463557.0
7397,4989,1708014341.0
751,6319,1709560249.0
3176,13450,1686838434.0
1505,1320,1693838653.0
660,6628,1686677519.0
644,2258,1685032799.0
5149,14747,1714412758.0
5054,14163,1692881339.0
2886,13110,1706550837.0
3681,13891,1688481031.0
1570,10723,1674818666.0
3285,12907,1676391658.0
683,6787,1693414882.0
2117,5541,1677581953.0
1393,2274,1701795859.0
1252,9732,1692891741.0
4870,11561,1688123904.0
2178,9836,1688551635.0
7274,14041,1701274063.0
2378,4805,1707496114.0
3799,13419,1673457895.0
362,4241,1704798667.0
1521,6649,1707836687.0
608,6239,1717784034.0
4794,5814,1701705785.0
3411,5998,1700553855.0
1164,9384,1704448323.0
3553,2323,1698662461.0
2146,11978,1672940224.0
1269,3772,1701879641.0
2622,10877,1701685067.0
876,7874,1680017239.0
6020,1302,1686836091.0
1855,1721,1692804641.0
2429,1406,1691749563.0
3549,2614,1674058644.0
1735,7364,1706633234.0
3667,1166,1701101370.0
1815,10010,1695245152.0
3991,8532,1687270625.0
5995,2140,1674652548.0
4357,2846,1678189957.0
3683,10566,1725467442.0
6270,7014,1679072007.0
2900,2742,1673540208.0
1157,3753,1711016927.0
7158,9295,1696860427.0
1423,6639,1677087012.0
7736,15069,1717606555.0
6461,15136,1676889386.0
1884,11518,1688739297.0
1397,6336,1720453716.0
1742,9897,1689254876.0
2363,12355,1688757358.0
7507,11045,1701104562.0
5821,5518,1692784563.0
1814,467,1697025739.0
924,8173,1700155378.0
3417,10556,1701431532.0
2689,8067,1712242977.0
6603,13981,1703079988.0
981,8435,1675683823.0
4125,14239,1717511139.0
1250,9718,1708382170.0
1294,5994,1684938549.0
4968,873,1676291860.0
3079,8726,1695654434.0
6011,15040,1675344582.0
2254,5068,1688555315.0
2873,7266,1675254062.0
3705,2645,1690365081.0
2946,6505,1715775918.0
6434,14732,1698056349.0
357,4144,1712080125.0
5778,12020,1684851687.0
1957,8940,1697889095.0
159,2162,1677322479.0
5142,9308,1727954420.0
496,147,1709226632.0
1628,4398,1697455282.0
385,4432,1695382809.0
7041,2362,1682440145.0
5436,10715,1709049965.0
3453,12994,1681486133.0
2149,5851,1706353034.0
1054,2649,1693575854.0
3847,11876,1677343274.0
988,8474,1720772814.0
1469,10461,1702918506.0
1923,11596,1687784537.0
2432,5570,1706108373.0
698,6854,1679405287.0
7673,5436,1710243853.0
7392,1334,1698400755.0
5772,740,1684156409.0
7533,8139,1709567671.0
2345,12326,1706193546.0
196,2623,1706694080.0
6823,1332,1701259548.0
820,7592,1688468919.0
7035,10712,1706720133.0
2548,12643,1701270155.0
6700,14705,1696435242.0
4289,13700,1694538682.0
2952,6207,1698225891.0
3985,11230,1697043924.0
1971,3185,1705335951.0
1992,2240,1701106251.0
300,3629,1700587696.0
3838,9543,1685444845.0
654,4490,1687200398.0
627,6371,1712062662.0
2275,7896,1687359344.0
6998,7498,1680801660.0
3929,1351,1679487276.0
6504,3402,1712141188.0
5466,14884,1715951157.0
2915,1808,1683977692.0
2737,2377,1672939685.0
7622,9610,1708016713.0
715,7009,1702289585.0
3446,9954,1677679429.0
747,7186,1699011018.0
5402,13496,1718814875.0
428,4784,1674834813.0
51,1137,1687538508.0
1019,305,1688036763.0
353,4097,1684845677.0
7121,11676,1693411989.0
391,4487,1695661578.0
5617,14843,1683038626.0
2193,7077,1691420366.0
1681,6383,1697213496.0
6422,8722,1683913602.0
5212,12314,1676035672.0
1504,4596,1690543239.0
6949,6297,1678792630.0
3864,8582,1704791082.0
2294,1212,1712057795.0
7184,6106,1694435982.0
3394,10015,1724961795.0
1082,8664,1706706580.0
1636,9814,1678283915.0
2938,13170,1677518903.0
7741,7115,1718188214.0
1889,11530,1696845009.0
1475,10477,1714140289.0
6714,8413,1686058626.0
698,4131,1709041421.0
4712,12850,1680685306.0
2399,10699,1677063573.0
435,3262,1696932517.0
7668,3468,1716899673.0
5005,5848,1705657517.0
3038,529,1680182930.0
3540,13847,1682352163.0
4199,546,1689167132.0
890,778,1696502255.0
7633,293,1722935493.0
6240,3465,1674490883.0
2336,10258,1673285411.0
2204,6844,1674561416.0
5551,11886,1700567361.0
4282,14007,1695393509.0
42,877,1699531699.0
1113,2765,1695726934.0
4887,882,1687872647.0
1519,4739,1691492859.0
7015,12436,1687345876.0
3073,13348,1678364844.0
6988,11368,1693489053.0
1374,10209,1675354319.0
334,3979,1706706199.0
1095,5032,1675251762.0
1659,4090,1683117546.0
2529,9490,1673372557.0
1146,4870,1705341248.0
4438,1397,1679916951.0
172,2321,1706550632.0
1648,182,1682514318.0
5593,7544,1686576227.0
2710,2654,1688461545.0
808,7534,1688572185.0
1674,8477,1695215793.0
5929,13957,1700819861.0
4865,5633,1672932455.0
1774,6227,1708349052.0
6637,1883,1711118652.0
3100,2137,1687446637.0
1808,769,1685445591.0
4150,13021,1692788378.0
1657,10972,1674664723.0
3949,11443,1680548493.0
5462,1011,1678471354.0
296,3590,1687513580.0
2482,2869,1701986122.0
4872,4861,1673616765.0
6299,12500,1695137103.0
5370,14674,1693233122.0
1397,7021,1686655340.0
2281,12227,1687962076.0
2208,1235,1692623195.0
5937,2498,1716027937.0
1417,10313,1696869443.0
6228,1532,1686137858.0
2128,6408,1701512448.0
4185,9090,1710178483.0
2418,8995,1680185846.0
362,1569,1678446025.0
910,8061,1685628992.0
2255,1076,1708545675.0
770,4916,1693839614.0
3896,14066,1707313461.0
6102,52,1698857733.0
5995,764,1679402618.0
6941,3404,1723806853.0
1648,4209,1677844210.0
4458,13048,1706009629.0
5995,1880,1696680071.0
1402,1439,1709548490.0
296,3593,1703150984.0
472,5255,1686057205.0
5005,9629,1688579982.0
7050,1374,1686301102.0
2558,6825,1702903910.0
4114,1845,1678364148.0
2249,1382,1707152805.0
906,5962,1681919278.0
7664,7460,1713527796.0
2948,2372,1677668078.0
4431,757,1688809687.0
6143,11687,1674558155.0
3977,4056,1708963180.0
6400,1122,1708961817.0
804,7502,1679924847.0
5003,9749,1707755413.0
573,6017,1678204961.0
6613,8442,1712824925.0
4909,10857,1705675412.0
7288,8058,1712651901.0
4602,11366,1685952263.0
1361,10172,1677499385.0
176,2394,1705078353.0
1948,11651,1673018861.0
4786,11366,1713529444.0
5012,5857,1676466970.0
4940,2743,1679998806.0
4259,2741,1678875510.0
4920,5958,1695744719.0
7106,11156,1728654306.0
2124,11946,1683135974.0
436,1657,1716818268.0
2268,3181,1709119734.0
7385,2133,1708079228.0
1676,9781,1675177316.0
7069,13022,1683880900.0
5362,6362,1701698558.0
1559,10682,1675436658.0
949,8271,1680519151.0
922,8151,1674480417.0
1111,9055,1705509690.0
4058,14192,1701701253.0
5994,11891,1702297744.0
904,8017,1686059073.0
5451,5064,1706882052.0
2178,12041,1710164493.0
3868,14046,1714476159.0
1524,4930,1698765787.0
5499,3019,1674838501.0
2002,4901,1693834261.0
7557,10715,1714475984.0
400,4604,1710522445.0
1289,9892,1692275206.0
659,1979,1687964548.0
281,3473,1715771095.0
1452,7341,1707241878.0
858,7774,1686064734.0
5885,3055,1700816276.0
6684,11059,1703240665.0
1037,8681,1688116530.0
511,3396,1675441167.0
1815,11340,1705570777.0
3615,4345,1711528386.0
2166,11274,1676556946.0
1188,4722,1714215525.0
2841,1693,1685705913.0
5479,14892,1686039735.0
4234,1806,1719238994.0
5774,14616,1679488083.0
6135,9132,1695734280.0
2322,7813,1677063130.0
3304,10729,1684088051.0
6613,5738,1711304235.0
3274,3146,1698852095.0
2244,3316,1702292644.0
45,933,1694092843.0
3947,6000,1695916958.0
3806,10670,1682352910.0
2358,3242,1705936040.0
1497,4426,1688381685.0
79,1363,1688481921.0
82,445,1674036850.0
2323,1163,1696608550.0
4153,1727,1698246870.0
24,536,1699547460.0
6002,3310,1675855620.0
904,2256,1704730493.0
490,5377,1715707733.0
1158,9334,1686745867.0
557,16,1672754029.0
2512,8898,1679063928.0
2632,6874,1700468563.0
1231,6262,1700839429.0
2570,48,1685527840.0
2486,4579,1708968165.0
7047,8482,1682954120.0
5531,11739,1677239805.0
3221,1125,1704725769.0
6125,75,1704285746.0
922,8151,1688400628.0
3103,13380,1702032013.0
5342,14307,1702903897.0
6611,78,1674145280.0
4265,13409,1683805106.0
1803,9094,1693918752.0
2163,1579,1702487468.0
5700,12840,1693499716.0
2043,4896,1681928561.0
2482,8020,1714393095.0
6885,15218,1715431832.0
4547,13885,1675072362.0
1539,10619,1673458094.0
4400,3792,1717672170.0
612,6273,1694188778.0
5431,14307,1685707512.0
732,7112,1693995841.0
2238,12155,1680021022.0
1717,5038,1692787583.0
7311,2478,1709744669.0
924,1339,1714032264.0
4992,13799,1681216681.0
4150,5635,1697019701.0
170,2315,1695731147.0
2709,12893,1707922281.0
2405,5852,1717074314.0
111,1717,1718190377.0
3274,9255,1700554625.0
515,5529,1707732480.0
582,6081,1710438517.0
1275,2376,1675274072.0
2045,4474,1692717934.0
5896,7151,1678194045.0
6586,9834,1675093219.0
506,5469,1674216818.0
5359,5255,1677580807.0
3473,11834,1715707393.0
200,2640,1673282251.0
5466,7735,1700475444.0
4088,5494,1692986015.0
1951,1320,1682605810.0
7186,3055,1708348233.0
1172,9414,1685541342.0
2596,611,1677588586.0
7443,1295,1700044049.0
2374,5451,1676368354.0
5169,1001,1701275582.0
452,4825,1673687035.0
1538,663,1698419117.0
1860,6019,1686221495.0
6834,3771,1696854075.0
2391,12411,1688571799.0
7807,8467,1727089617.0
226,2968,1707410620.0
999,1112,1693416692.0
7677,9390,1712853791.0
4800,2951,1698852700.0
6869,75,1677866603.0
2631,12792,1706794760.0
4510,404,1677083094.0
2648,87,1684767548.0
5039,14100,1706016999.0
1884,11517,1684751322.0
7156,13937,1694768040.0
826,7639,1676905542.0
4525,12181,1695824507.0
1653,4827,1675771775.0
1219,9600,1683131291.0
4854,169,1699886685.0
2121,1633,1701872572.0
3371,2308,1674672353.0
4150,122,1673106893.0
1394,10263,1687967480.0
559,5891,1688990169.0
2318,12283,1718021183.0
2309,2741,1680709063.0
4502,6668,1684146535.0
3524,10306,1700738069.0
4714,9563,1698855000.0
1632,5191,1680776561.0
644,3533,1702565651.0
2712,3067,1673456110.0
3684,3495,1701354140.0
4910,4771,1681215388.0
6984,1373,1678820337.0
1292,9934,1713458709.0
3272,9664,1706892772.0
2391,12412,1701107868.0
2429,12468,1709631067.0
2500,611,1675346068.0
7406,7922,1698940930.0
1121,9090,1702490042.0
6729,693,1705564597.0
716,7015,1708613630.0
3505,13801,1680788771.0
2406,6897,1677840665.0
7121,11676,1695825129.0
1744,3917,1679332679.0
2953,7890,1690294952.0
6701,2391,1694181131.0
790,7440,1679075704.0
1058,816,1684938740.0
1527,2294,1711460536.0
4561,13025,1673274171.0
1568,1076,1707391184.0
180,2410,1677145029.0
1492,3799,1693393451.0
1328,10058,1706892303.0
6299,9795,1720543317.0
7227,6443,1709568399.0
674,6744,1677229437.0
4803,13365,1724942513.0
3883,11258,1710159117.0
1011,8545,1706522878.0
2422,12454,1692985460.0
82,809,1701861078.0
5014,12172,1688467645.0
227,74,1686224710.0
6557,3482,1711454834.0
939,8241,1675692354.0
7674,5345,1715355713.0
1586,10775,1688579084.0
1216,423,1675861069.0
5652,10381,1699281834.0
2218,5305,1695736844.0
2645,4342,1675264174.0
732,108,1702126605.0
987,3097,1718890985.0
608,6258,1717325473.0
4049,2429,1698168863.0
7168,11061,1706287186.0
565,5970,1699046023.0
2698,8999,1683222396.0
6085,5552,1688402645.0
1539,6673,1675878578.0
6869,11061,1674237633.0
5053,6202,1692785015.0
2802,1485,1680526295.0
7507,15274,1712080542.0
7707,4828,1714130975.0
7132,4178,1704975739.0
1888,11526,1674744634.0
570,5344,1693392635.0
532,5658,1705047778.0
211,2812,1680714240.0
916,13,1706868616.0
494,4937,1678386007.0
3674,5467,1698346717.0
1561,10692,1712046506.0
4681,11366,1696507755.0
1374,9058,1692904793.0
515,5530,1675181113.0
1892,2869,1710935664.0
2378,334,1709380087.0
176,2390,1676372297.0
1868,8748,1714747751.0
2552,5063,1709640030.0
2134,1406,1701105566.0
1795,1728,1702046744.0
2349,2869,1673886539.0
6988,11368,1704735963.0
2578,4694,1700056901.0
3307,149,1673607124.0
2289,12241,1706612340.0
7190,15247,1716388743.0
2538,611,1682523406.0
6699,14166,1679495125.0
1277,4111,1712244592.0
6320,8181,1702570637.0
3522,7122,1714143526.0
3310,816,1680004604.0
3717,5657,1708430198.0
1796,11277,1706262592.0
643,6495,1704804337.0
1649,5243,1691772460.0
7185,740,1708965661.0
2937,13169,1687175076.0
788,618,1682334337.0
1694,11067,1716312834.0
4472,13550,1714490839.0
1604,10828,1708009304.0
3099,6086,1707497115.0
5440,9231,1674487806.0
5836,8421,1698850480.0
4813,14301,1683105430.0
6860,2156,1675432014.0
4957,7039,1677511500.0
4593,9307,1711214980.0
2229,3186,1685966126.0
549,5780,1693920050.0
6051,2881,1676968096.0
4473,12839,1680707708.0
2429,9603,1710848448.0
1151,6335,1695225953.0
5992,11955,1677257313.0
1029,8659,1679925843.0
1140,1320,1720801082.0
4263,5194,1699461222.0
3803,12869,1712844058.0
1492,1187,1693393448.0
5583,12485,1686068867.0
10,268,1676388229.0
2874,2751,1702569388.0
2356,6467,1674475146.0
7680,4469,1714064644.0
2637,12795,1674419093.0
787,611,1673542094.0
6875,5838,1717510281.0
1226,9620,1672933622.0
188,2577,1694455018.0
3186,12758,1680540960.0
5406,1354,1714559197.0
396,4546,1679001032.0
1926,5984,1696592279.0
7257,14122,1695648294.0
878,7889,1702906475.0
987,801,1706200783.0
5464,5708,1697803739.0
1252,9730,1703072213.0
6372,2311,1718097201.0
7213,611,1706621285.0
6419,15125,1705676073.0
1583,5343,1707316270.0
1113,9061,1673451714.0
1593,8294,1718446536.0
1884,11504,1707741981.0
152,875,1699267741.0
6626,14140,1678197882.0
2176,12035,1673359729.0
5568,11366,1674646756.0
3698,13267,1677067862.0
6163,12134,1711101866.0
6411,209,1684874333.0
5005,395,1688393794.0
2399,10531,1710523575.0
1473,5551,1717589607.0
2202,1951,1715166836.0
7193,1352,1697196875.0
1760,8758,1710856394.0
1210,4594,1728918473.0
2732,7906,1709744517.0
7746,5948,1718976847.0
1422,102,1688395221.0
3669,6493,1685551555.0
1980,9277,1678448305.0
562,5905,1681726622.0
4489,10973,1675967266.0
1309,9458,1687952203.0
904,7543,1685464105.0
820,7598,1707837878.0
6555,12366,1717751858.0
5334,5208,1675518814.0
93,1547,1699457857.0
275,3451,1690374193.0
4210,14292,1683108404.0
3473,7160,1720024535.0
5751,14222,1696599953.0
6125,75,1704285780.0
4525,1543,1698660161.0
5285,13128,1677492111.0
6978,8348,1707843188.0
1054,8554,1689334348.0
6541,3310,1675697129.0
1744,8257,1678125500.0
1278,7454,1678208372.0
1616,9702,1679490252.0
5608,2200,1707395685.0
943,692,1696849127.0
2952,13190,1701368145.0
428,4794,1689254495.0
2,92,1709920731.0
1095,7403,1712145672.0
1413,10299,1687532631.0
2732,10174,1704730361.0
4706,14536,1693220620.0
2826,10484,1674675481.0
4473,11234,1678887416.0
1563,5547,1709797066.0
7402,14163,1711015912.0
6460,8108,1695915646.0
1879,11481,1705597742.0
2155,463,1715788296.0
5995,8776,1687784788.0
3372,3613,1717409986.0
554,2216,1695806677.0
3533,7827,1709653112.0
2360,12349,1698336233.0
642,5177,1686397023.0
6280,6548,1705506701.0
51,1145,1674579744.0
2537,1317,1692878233.0
3909,3071,1692696073.0
2570,797,1707237896.0
3414,5846,1676990998.0
7290,12289,1718357572.0
1428,2309,1711620296.0
7394,9911,1698492358.0
1046,1686,1699281964.0
454,5111,1704725391.0
2474,5237,1683826872.0
5950,8424,1698252910.0
7192,3222,1725299074.0
457,5125,1708016364.0
42,876,1707387413.0
7232,13960,1704788122.0
356,4129,1714390064.0
2718,9194,1700156933.0
5378,7018,1703346594.0
319,3818,1699702130.0
4042,14104,1714499458.0
2372,573,1688574848.0
6467,6780,1678899038.0
2307,2830,1675866994.0
1758,11063,1700761999.0
6595,7409,1711045316.0
4742,9682,1695142006.0
5305,2741,1709221251.0
5926,8218,1715625192.0
2043,9489,1678125538.0
4964,14664,1682607332.0
6953,15227,1681726928.0
4342,13604,1727696558.0
5891,2676,1679334786.0
3500,13790,1695388978.0
667,6695,1693838818.0
6277,9851,1680093060.0
6134,9573,1696336139.0
2414,2286,1676289004.0
2057,8513,1714061901.0
6886,10192,1673111233.0
4732,58,1703243449.0
2483,3156,1710518154.0
3089,2379,1678293742.0
266,3407,1679065686.0
3703,13652,1708347139.0
430,4812,1679589228.0
5026,10384,1678274132.0
3135,6825,1680784335.0
1655,10966,1683825415.0
3448,11344,1723119397.0
3564,10772,1705920727.0
7143,9797,1695139641.0
7260,3465,1726749812.0
362,3712,1708426702.0
2744,10461,1719324806.0
45,917,1679056412.0
957,928,1676569618.0
866,7668,1697027232.0
329,1377,1712065598.0
6402,2133,1707564018.0
4440,5998,1677084338.0
58,1228,1706621320.0
3298,3826,1710935198.0
3562,5788,1692785812.0
4845,2130,1681918705.0
5132,2371,1689263071.0
5868,14307,1700659922.0
6890,6770,1701787623.0
307,3722,1701963191.0
2963,9835,1692962808.0
1794,4350,1680627398.0
5862,58,1701709237.0
234,3019,1678527363.0
2888,9655,1727261294.0
827,1250,1679395146.0
2928,13151,1707757763.0
2998,529,1678706546.0
47,1017,1674297269.0
327,3895,1675362152.0
6461,15135,1678188336.0
1563,10571,1698229187.0
363,4275,1683055406.0
4243,4514,1699359995.0
7098,15098,1686912593.0
4955,5080,1680538679.0
6449,14299,1707299922.0
7384,618,1699258465.0
815,7569,1684853594.0
525,5593,1684246093.0
5235,13780,1708517905.0
573,5655,1711468987.0
1439,10396,1695717077.0
1862,1613,1687453266.0
2160,3811,1683879562.0
385,4432,1695382816.0
139,1941,1698671709.0
5733,11126,1713536322.0
1594,10796,1702305960.0
7571,139,1703691027.0
3647,12714,1678988714.0
1106,8506,1711536711.0
1098,417,1678458680.0
6574,13590,1683814253.0
4176,4139,1698660593.0
4224,10675,1674595456.0
798,4225,1709832565.0
7385,4840,1704731160.0
7456,15013,1700042027.0
2925,12812,1682703731.0
1136,9177,1674480275.0
6399,4971,1717353802.0
3627,6822,1686746289.0
573,6026,1696956928.0
6530,2480,1676479362.0
5287,5998,1700654967.0
6740,13265,1694611000.0
4707,6329,1674490861.0
2031,2876,1682521194.0
2741,12929,1697125657.0
3231,7855,1697034428.0
6946,13037,1682690891.0
5138,2351,1718015735.0
2361,10337,1725285509.0
3014,4071,1683193874.0
2594,4598,1675344573.0
608,6253,1710190490.0
204,2690,1682956863.0
7210,12290,1718022767.0
3038,13289,1717687683.0
798,7476,1710173096.0
4654,7251,1716308047.0
7167,15081,1716970363.0
1469,6363,1702912967.0
3809,8730,1682675346.0
3402,12132,1690387056.0
1095,8938,1675251745.0
2596,9007,1696935098.0
5007,11252,1702045121.0
4462,6884,1679486400.0
1177,1271,1675694723.0
1591,9092,1700236556.0
6670,11366,1696424982.0
1749,11182,1688658878.0
6256,2498,1721227179.0
1158,9329,1688560212.0
2180,3210,1705354822.0
1121,5049,1712761345.0
2975,569,1705310859.0
1615,8477,1700758108.0
2891,10085,1724762155.0
999,5736,1709987319.0
2709,4407,1675088218.0
5499,11313,1674063933.0
6085,15057,1714485956.0
2631,7806,1706794757.0
1992,11738,1694518449.0
2548,4134,1683035056.0
7499,10409,1700762221.0
1803,783,1699265711.0
7817,9284,1727788355.0
1828,7972,1692983748.0
5741,1988,1705941426.0
6715,15184,1682325887.0
1501,8503,1675418537.0
5264,12431,1704554462.0
