i,Title,book_type,discipline,topic,confidence
1990,"Onassis : les secrets du Grec, 1903-1975 /",non_fiction_general,not_applicable,biography_memoir,high
1991,Les sentiers obscurs de Karachi /,fiction,not_applicable,not_applicable,high
1992,Un monde sans travail /,non_fiction_general,not_applicable,current_affairs_politics,high
1993,Trois : roman /,fiction,not_applicable,not_applicable,high
1994,Ainsi gèlent les bulles de savon : roman /,fiction,not_applicable,not_applicable,high
1995,"Walden, ou, La vie dans les bois /",non_fiction_general,not_applicable,personal_development,high
1996,Logico : lecture : sons simples : CP /,practical,not_applicable,education_learning,high
1997,"Logico : mathématiques : nombres entiers, calculs : CE1 /",practical,not_applicable,education_learning,high
1998,"Logico : mathématiques : calculs, résolutions de problèmes : CP /",practical,not_applicable,education_learning,high
1999,Déficience intellectuelle et apprentissage de la lecture /,academic,education_sciences,not_applicable,high
2000,"Ce que je ne veux pas savoir : une réponse au ""Pourquoi j'écris"" de George Orwell (1946) /",non_fiction_general,not_applicable,biography_memoir,high
2001,Histoires /,fiction,not_applicable,not_applicable,medium
2002,Caprice de la reine : [récits] /,fiction,not_applicable,not_applicable,high
2003,La guerre des métaux rares : la face cachée de la transition énergétique et numérique /,non_fiction_general,not_applicable,current_affairs_politics,high
2004,Le grand enfouissement /,fiction,not_applicable,not_applicable,medium
2005,Qui sait : roman /,fiction,not_applicable,not_applicable,high
2006,Cinéma spéculations /,non_fiction_general,not_applicable,art_culture,medium
2007,"Hitchcock s'est trompé : ""Fenêtre sur cour"", contre-enquête /",non_fiction_general,not_applicable,art_culture,high
2008,Willi Gautschi et la grève générale de 1918 : un historien et son oeuvre en contexte /,non_fiction_general,not_applicable,biography_memoir,high
2009,Introduction à la microéconomie /,academic,economics_management,not_applicable,high
2010,Introduction à la vie économique  /,academic,economics_management,not_applicable,high
2011,Introduction à la vie économique : solutions /,practical,not_applicable,career_business,medium
2012,"Les 99 fautes que tout le monde fait... : sauf vous, maintenant ! /",practical,not_applicable,language_learning,high
2013,Les écofictions : mythologies de la fin du monde /,academic,literature_studies,not_applicable,high
2014,"Droit pénal suisse, partie générale : guide pour les études /",academic,law,not_applicable,high
2015,"Comprendre l'éducation au prisme du genre : théories, questionnements, débats /",academic,education_sciences,not_applicable,high
2016,Tout sur l'économie (ou presque) : pour comprendre vraiment ce qui cloche dans le système /,comics,not_applicable,current_affairs_politics,high
2017,L'école apprend-elle l'égalité des sexes? : pour combattre les inégalités à l'école /,academic,education_sciences,not_applicable,high
2018,"Je t'aimerai toujours, quoi qu'il arrive... /",children,not_applicable,not_applicable,medium
2019,Le printemps du commissaire Ricciardi /,fiction,not_applicable,not_applicable,high
2020,Oeuvres /,fiction,not_applicable,not_applicable,high
2021,La leçon du mal /,fiction,not_applicable,not_applicable,high
2022,"Théories du design, une introduction /",academic,arts_art_history,not_applicable,high
2023,Xenogenesis /,fiction,not_applicable,not_applicable,high
2024,Le silence : roman /,fiction,not_applicable,not_applicable,high
2025,L' automne du commissaire Ricciardi /,fiction,not_applicable,not_applicable,high
2026,Malgré tout /,comics,not_applicable,relationships,high
2027,Au revoir là-haut /,comics,not_applicable,not_applicable,high
2028,"Moi, ce que j'aime, c'est les monstres /",comics,not_applicable,biography_memoir,high
2029,Perpendiculaire au soleil /,comics,not_applicable,current_affairs_politics,high
2030,Underwater = Le village immergé /,comics,not_applicable,not_applicable,high
2031,Atchoum ! : Naoki Urasawa Anthology /,comics,not_applicable,not_applicable,high
2032,Je ne suis pas un ange /,comics,not_applicable,relationships,high
2033,La petite lumière /,comics,not_applicable,not_applicable,medium
2034,Comment donner à l'élève les clés de sa réussite ? : l'enseignement des stratégies d'apprentissage à l'école /,academic,education_sciences,not_applicable,high
2035,Le pouvoir de la voix : comment l'audio va s'imposer à l'ère du digitale /,non_fiction_general,not_applicable,current_affairs_politics,medium
2036,Les découvreuses : 20 destins de femmes pour la science /,comics,not_applicable,biography_memoir,high
2037,Paris : 100 sorties cool avec les enfants /,practical,not_applicable,travel,high
2038,Paris expliqué aux kids /,children,not_applicable,not_applicable,high
2039,Atlas de l'alimentation /,reference,geography,not_applicable,high
2040,"Les écrans, je gère ! : 100 % ado /",children,not_applicable,not_applicable,high
2041,Hubert Reeves nous explique les océans /,comics,not_applicable,nature_animals,high
2042,"Itinérances narratives, la magie dans la faille : boussole politique des pratiques narratives /",academic,education_sciences,not_applicable,medium
2043,Mettez votre ikigaï au service de votre réussite professionnelle /,practical,not_applicable,career_business,high
2044,La folie des chats /,practical,not_applicable,other,high
2045,"L'or, le courage et le sang : les guerres de Bourgogne, 1474-1477 /",comics,not_applicable,history_civilization,high
2046,La Suisse résiste : 1939-1945 /,comics,not_applicable,history_civilization,high
2047,Harry Dickson /,fiction,not_applicable,not_applicable,high
2048,Bruxelles : itinéraires /,practical,not_applicable,travel,high
2049,Le rhinocéros d'or : histoires du Moyen Âge africain /,non_fiction_general,not_applicable,history_civilization,high
2050,Vergina II : the 'Tomb of Persephone' /,reference,arts_art_history,not_applicable,high
2051,Vercingétorix : stratège et tacticien /,non_fiction_general,not_applicable,biography_memoir,high
2052,Robert Oppenheimer : triomphe et tragédie d'un génie /,non_fiction_general,not_applicable,biography_memoir,high
2053,Duy Tan : un empereur dans la France libre /,non_fiction_general,not_applicable,biography_memoir,high
2054,Parachever un génocide : Mustafa Kemal et l'élimination des rescapés arméniens et grecs (1918-1922) /,academic,history,not_applicable,high
2055,L'Amérique latine précolombienne : des premiers peuples à Tupac Amaru : dernière glaciation-XVIe siècle /,academic,history,not_applicable,high
2056,"Ravenne : capitale de l'Empire, creuset de l'Europe  /",non_fiction_general,not_applicable,history_civilization,high
2057,Le complot Vatican /,fiction,not_applicable,not_applicable,high
2058,Le développement : histoire d'une croyance occidentale /,academic,economics_management,not_applicable,high
2059,Sentir-penser avec la Terre : l'écologie au-delà de l'Occident /,academic,anthropology_ethnology,not_applicable,high
2060,"Du capitalisme familial au capitalisme financier ? : le cas de l'industrie suisse des machines, de l'électrotechnique et de la métallurgie au XXe siècle /",academic,history,not_applicable,high
2061,Le postcolonialisme /,popular_science,history,not_applicable,high
2062,Cité engloutie : roman /,fiction,not_applicable,not_applicable,high
2063,"Allemagne du Sud, Bavière",practical,not_applicable,travel,high
2064,Angleterre et Pays de Galles /,practical,not_applicable,travel,high
2065,Austerlitz /,fiction,not_applicable,not_applicable,high
2066,Promenons-nous dans les bois : nouvelles /,fiction,not_applicable,not_applicable,high
2067,Le jeune homme /,fiction,not_applicable,not_applicable,high
2068,Manger sain au quotidien : 40 recettes suisses /,practical,not_applicable,cooking_food,high
2069,Deux jours en montagne dans les Alpes suisses : les plus belles randonnées sur deux jours dans le confort des auberges de montagne /,practical,not_applicable,travel,high
2070,Cabanes de montagne du Valais : randonnées à la journée ou sur plusieurs jours /,practical,not_applicable,travel,high
2071,Rome et ses environs : 2021/22,practical,not_applicable,travel,high
2072,France,practical,not_applicable,travel,high
2073,Bretagne Nord : 2018 /,practical,not_applicable,travel,high
2074,L'esprit dispersé : comprendre et traiter les troubles de la concentration /,non_fiction_general,not_applicable,health_wellness,high
2075,111 lieux autour du lac Léman à ne pas manquer /,practical,not_applicable,travel,high
2076,111 Lieux à Fribourg à ne pas manquer /,practical,not_applicable,travel,high
2077,111 lieux au coeur du Jura à ne pas manquer /,practical,not_applicable,travel,high
2078,Amitiés : la nature et l'impact de nos relations les plus importantes /,non_fiction_general,not_applicable,relationships,high
2079,De l'esprit à la matière : comment les pensées se matérialisent /,non_fiction_general,not_applicable,personal_development,medium
2080,Les 5 blessures qui empêchent d'être soi-même /,practical,not_applicable,personal_development,high
2081,Rompre avec soi-même : pour se créer à nouveau /,practical,not_applicable,personal_development,high
2082,"Un rien peut tout changer ! : micro-actions, méga-impact... : de minuscules changements vont transformer votre vie /",practical,not_applicable,personal_development,high
2083,The next /,comics,not_applicable,not_applicable,low
2084,De la seconde A au OFA /,comics,not_applicable,not_applicable,medium
2085,Battle flame /,comics,not_applicable,not_applicable,high
2086,L'école à ciel ouvert /,practical,not_applicable,education_learning,high
2087,"Des albums pour dire, écrire, lire : Activités didactiques",practical,not_applicable,education_learning,high
2088,"Syllabozoo : GS, CP /",children,not_applicable,not_applicable,high
2089,Poule plumette /,children,not_applicable,not_applicable,medium
2090,Poussin noir /,children,not_applicable,not_applicable,high
2091,"Low tech : face au tout numérique, se réapproprier les technologies /",non_fiction_general,not_applicable,current_affairs_politics,medium
2092,Sobriété numérique : les clés pour agir /,non_fiction_general,not_applicable,current_affairs_politics,high
2093,"Éduquer à la durabilité : enseigner, instruire, former au nouveau paradigme sociétal /",academic,education_sciences,not_applicable,high
2094,4 amis /,children,not_applicable,not_applicable,medium
2095,La petite poule rousse /,children,not_applicable,not_applicable,high
2096,"Remainders of the day : mpore diairies from the Bookshop, Wigtown/",non_fiction_general,not_applicable,biography_memoir,high
2097,The bullet that missed /,fiction,not_applicable,not_applicable,high
2098,Double V : roman /,fiction,not_applicable,not_applicable,high
2099,Je peux pas j'ai tricot ! : [toutes les bases pour débuter et réaliser plus de 20 modèles inratables] /,practical,not_applicable,crafts_hobbies,high
2100,Requiem /,fiction,not_applicable,not_applicable,medium
2101,So shall you reap /,fiction,not_applicable,not_applicable,high
